student_id,topic,field_of_interest,quiz_score,concept_score,practical_score,confidence,prior_experience,hours_per_week,preferred_content,learning_style,difficulty_preference,completion_rate,avg_session_minutes,quiz_attempts,needs_revision,topic_prerequisite_score,interest_score,knowledge_gap,recommended_action,resource_type,recommendation_priority
1022,FastAPI,Backend Development,11.52,39.36,28.53,44.53,None,1.0,Project,Hands-on,Adaptive,7.73,28.4,4,1,24.77,28.8,76.73,Learn Fundamentals,Article,High
875,Deployment,DevOps/Cloud,25.84,11.58,0.49,55.03,Some Experience,1.0,Article,Hands-on,Advanced,48.05,45.42,6,1,19.85,48.41,83.51,Learn Fundamentals,Article,High
266,HTML/CSS,Web Development,14.05,43.41,57.46,15.29,Intermediate,9.86,Video,Mixed,Intermediate,30.14,37.13,5,1,44.04,12.96,68.46,Learn Fundamentals,Video,High
413,Model Evaluation,Machine Learning,22.57,0.96,8.39,30.31,Some Experience,8.6,Article,Mixed,Adaptive,32.54,31.38,4,1,7.88,40.77,86.75,Learn Fundamentals,Video,High
3314,Logistic Regression,Machine Learning,0.0,20.78,16.5,0.0,Beginner,2.4,Video,Mixed,Intermediate,9.24,40.89,6,1,11.51,9.87,90.46,Learn Fundamentals,Video,High
1957,ML Fundamentals,Machine Learning,34.99,30.7,21.56,46.55,None,5.3,Documentation,Mixed,Adaptive,16.09,33.88,3,1,42.48,10.0,68.99,Learn Fundamentals,Video,High
794,HTML/CSS,Web Development,16.29,24.89,35.57,12.21,None,10.3,Video,Visual,Adaptive,2.53,16.71,5,1,17.74,21.86,77.27,Learn Fundamentals,Video,High
2726,EDA,Data Science,0.0,32.9,12.48,0.0,Intermediate,3.95,Video,Mixed,Intermediate,10.8,46.15,5,1,15.27,18.98,87.63,Learn Fundamentals,Video,High
1931,EDA,Data Science,7.9,0.0,0.0,0.0,Beginner,14.07,Article,Visual,Beginner,27.57,14.68,6,1,0.0,4.89,96.05,Learn Fundamentals,Video,High
1899,Linear Regression,Machine Learning,70.6,53.79,36.21,22.28,None,5.12,Practice Questions,Visual,Advanced,38.3,37.65,2,0,43.17,28.66,41.32,Revision,Practice Questions,Medium
4460,Classification,Machine Learning,42.23,35.98,34.96,35.14,Beginner,11.09,Video,Hands-on,Adaptive,36.4,30.27,4,1,51.52,2.54,61.1,Revision,Video,Medium
2057,Clustering,Machine Learning,0.0,2.5,28.72,2.73,Some Experience,3.47,Article,Visual,Adaptive,0.32,28.22,5,1,0.0,14.12,93.5,Learn Fundamentals,Video,High
4283,REST APIs,Backend Development,43.83,36.98,49.23,32.2,Intermediate,5.81,Interactive Course,Visual,Intermediate,29.8,29.48,5,1,50.48,15.77,57.14,Revision,Video,Medium
1831,Model Evaluation,Machine Learning,0.0,14.86,34.37,,Intermediate,4.77,Project,Reading,Beginner,18.01,20.89,4,1,30.05,27.11,88.67,Learn Fundamentals,Article,High
4054,Clustering,Machine Learning,25.76,4.43,10.65,0.0,Some Experience,1.31,Video,Reading,Adaptive,14.74,28.89,7,1,0.22,38.49,83.66,Learn Fundamentals,Article,High
2931,React,Web Development,28.89,9.94,13.18,18.51,None,1.01,Project,Visual,Intermediate,9.23,11.92,3,1,20.09,30.36,79.94,Learn Fundamentals,Video,High
3047,Classification,Machine Learning,32.02,28.82,16.18,28.02,Some Experience,9.74,Project,Reading,Advanced,8.2,39.74,4,1,6.85,14.7,72.11,Learn Fundamentals,Article,High
2727,Data Preprocessing,Machine Learning,37.34,6.53,0.0,32.66,Beginner,3.51,Practice Questions,Reading,Intermediate,35.22,30.57,3,1,0.0,33.95,79.37,Learn Fundamentals,Article,High
1666,JavaScript,Web Development,51.31,56.15,43.28,45.77,Beginner,12.17,Interactive Course,Reading,Adaptive,21.74,27.95,2,1,31.17,27.23,48.84,Learn Fundamentals,Article,High
4470,Deployment,DevOps/Cloud,0.0,8.92,18.09,10.85,Some Experience,7.37,Practice Questions,Mixed,Adaptive,4.61,26.68,6,1,0.0,9.31,93.71,Learn Fundamentals,Video,High
1739,ML Fundamentals,Machine Learning,2.07,16.62,6.79,28.0,None,1.65,Practice Questions,Hands-on,Advanced,0.0,33.14,5,1,0.0,34.41,92.62,Learn Fundamentals,Article,High
4514,FastAPI,Backend Development,0.08,21.4,40.64,25.18,None,12.22,Interactive Course,Reading,Intermediate,20.96,19.02,7,1,35.05,16.4,85.41,Learn Fundamentals,Article,High
319,React,Web Development,63.06,73.04,13.13,39.47,None,2.49,Video,Mixed,Adaptive,40.91,29.04,3,0,36.47,27.18,43.94,Learn Fundamentals,Video,High
4991,HTML/CSS,Web Development,57.03,56.3,37.32,33.05,Some Experience,5.05,Practice Questions,Mixed,Adaptive,34.7,34.18,3,0,53.39,24.27,47.13,Revision,Practice Questions,Medium
1270,Linear Regression,Machine Learning,44.4,33.79,0.0,21.9,Advanced,5.2,Video,Mixed,Intermediate,30.42,17.53,3,1,11.08,14.32,67.66,Learn Fundamentals,Video,High
624,Overfitting & Underfitting,Machine Learning,21.06,30.3,7.23,40.28,Some Experience,1.0,Project,Mixed,Beginner,30.5,35.69,6,1,27.18,20.49,78.93,Learn Fundamentals,Video,High
3487,Overfitting & Underfitting,Machine Learning,34.35,23.91,5.5,43.49,Intermediate,1.0,Documentation,Reading,Beginner,14.03,45.6,5,1,34.55,38.8,74.55,Learn Fundamentals,Article,High
4918,Decision Trees,Machine Learning,13.83,57.12,43.25,26.31,Some Experience,5.02,Project,Mixed,Adaptive,35.17,20.38,5,1,40.33,12.58,67.3,Learn Fundamentals,Video,High
3091,REST APIs,Backend Development,6.53,15.2,22.59,0.1,Intermediate,7.65,Interactive Course,Visual,Beginner,24.15,34.73,5,1,30.43,11.22,87.66,Learn Fundamentals,Video,High
1859,HTML/CSS,Web Development,40.73,18.4,41.56,27.88,Beginner,6.74,Practice Questions,Mixed,Advanced,12.06,19.37,3,1,34.71,22.81,65.8,Learn Fundamentals,Video,High
4145,Decision Trees,Machine Learning,1.12,3.58,0.0,11.3,Advanced,2.61,Video,Mixed,Beginner,21.36,22.77,6,1,0.0,24.34,98.36,Learn Fundamentals,Video,High
4530,Git/GitHub,Software Development,29.22,8.73,37.07,20.0,None,5.75,Practice Questions,Reading,Intermediate,15.15,40.1,4,1,16.23,21.01,75.36,Learn Fundamentals,Article,High
3916,Clustering,Machine Learning,41.37,42.23,25.3,42.88,None,2.85,Interactive Course,Mixed,Adaptive,34.66,47.05,3,1,4.89,32.36,61.59,Learn Fundamentals,Video,High
1092,Decision Trees,Machine Learning,42.24,72.52,16.19,27.06,None,1.0,Video,Hands-on,Adaptive,15.68,35.18,4,1,35.21,12.73,53.88,Learn Fundamentals,Article,High
3775,Data Preprocessing,Machine Learning,39.87,29.2,32.03,39.24,Intermediate,2.08,Documentation,Hands-on,Beginner,8.13,36.71,4,1,37.42,23.0,64.9,Learn Fundamentals,Article,High
2723,Clustering,Machine Learning,26.19,12.86,34.17,44.47,None,11.47,Article,Reading,Advanced,35.67,35.84,5,1,8.75,37.1,76.22,Learn Fundamentals,Article,High
2329,REST APIs,Backend Development,54.91,12.75,18.87,36.61,None,3.13,Practice Questions,Reading,Intermediate,34.33,38.59,3,1,33.78,30.04,64.95,Learn Fundamentals,Article,High
3801,EDA,Data Science,36.47,79.47,45.14,41.86,Intermediate,4.14,Article,Reading,Advanced,27.02,33.27,6,1,41.85,19.59,48.9,Learn Fundamentals,Article,High
1797,EDA,Data Science,35.64,54.28,27.62,26.31,Intermediate,4.96,Project,Reading,Beginner,24.1,45.88,4,1,35.25,44.8,60.37,Learn Fundamentals,Article,High
4086,Model Evaluation,Machine Learning,43.39,38.42,21.64,2.7,Beginner,6.87,Practice Questions,Reading,Advanced,20.64,38.36,4,1,17.55,14.14,62.45,Learn Fundamentals,Article,High
325,Clustering,Machine Learning,8.07,11.89,31.7,28.7,Beginner,2.82,Project,Reading,Intermediate,22.32,27.98,7,1,6.72,40.51,86.06,Learn Fundamentals,Article,High
4249,SQL/Databases,Backend Development,19.93,32.04,16.06,9.76,Intermediate,3.34,Interactive Course,Reading,Advanced,19.67,26.49,5,1,23.78,10.03,77.21,Learn Fundamentals,Article,High
1903,REST APIs,Backend Development,47.51,72.34,23.62,50.45,Some Experience,2.55,Project,Hands-on,Advanced,22.73,57.29,4,1,39.23,34.27,49.82,Learn Fundamentals,Article,High
352,Linear Regression,Machine Learning,10.37,9.01,0.0,0.0,Beginner,2.85,Interactive Course,Visual,Advanced,10.6,27.71,5,1,0.83,28.48,92.11,Learn Fundamentals,Video,High
1470,React,Web Development,0.0,9.58,0.0,14.35,None,1.32,Documentation,Reading,Advanced,3.4,22.72,8,1,0.0,36.43,97.13,Learn Fundamentals,Article,High
2658,Logistic Regression,Machine Learning,0.0,14.12,51.47,17.4,Some Experience,9.03,Video,Mixed,Adaptive,44.33,32.78,5,1,13.66,28.85,85.47,Learn Fundamentals,Video,High
1300,FastAPI,Backend Development,17.38,22.66,15.01,24.02,Beginner,1.31,Project,Mixed,Advanced,14.59,40.38,7,1,23.98,2.15,81.51,Learn Fundamentals,Video,High
1684,Overfitting & Underfitting,Machine Learning,47.39,57.87,0.0,28.06,Some Experience,5.1,Video,Hands-on,Adaptive,29.89,29.61,3,1,62.8,17.36,58.94,Revision,Practice Questions,Medium
3617,Overfitting & Underfitting,Machine Learning,9.55,27.93,34.94,30.71,Beginner,8.6,Video,Mixed,Intermediate,25.33,31.96,7,1,37.39,45.15,79.86,Learn Fundamentals,Video,High
3693,Logistic Regression,Machine Learning,12.87,29.29,22.48,39.65,Some Experience,2.13,Article,Reading,Adaptive,28.93,39.64,5,1,14.3,34.09,80.28,Learn Fundamentals,Article,High
3666,Classification,Machine Learning,65.97,52.93,62.34,32.88,Beginner,5.82,Article,Mixed,Adaptive,35.66,36.51,2,0,44.78,28.36,38.67,Revision,Interactive Course,Medium
348,ML Fundamentals,Machine Learning,59.12,52.38,71.89,32.8,Some Experience,9.32,Article,Mixed,Advanced,12.74,36.33,3,0,49.23,1.9,40.34,Revision,Video,Medium
3805,Overfitting & Underfitting,Machine Learning,13.0,13.36,0.0,18.7,Beginner,3.46,Interactive Course,Reading,Beginner,0.0,13.36,6,1,3.11,14.84,89.49,Learn Fundamentals,Article,High
2699,Overfitting & Underfitting,Machine Learning,53.58,33.69,28.62,23.02,Intermediate,1.0,Article,Mixed,Adaptive,12.74,45.85,4,1,11.69,23.23,57.38,Learn Fundamentals,Video,High
246,REST APIs,Backend Development,18.43,30.6,0.0,37.72,Some Experience,4.56,Documentation,Visual,Intermediate,16.44,39.72,5,1,34.78,12.82,81.6,Learn Fundamentals,Video,High
3165,React,Web Development,0.0,15.32,23.94,9.46,None,7.48,Project,Visual,Beginner,26.86,8.37,5,1,11.39,15.56,90.62,Learn Fundamentals,Video,High
725,FastAPI,Backend Development,34.52,59.71,54.24,48.58,Some Experience,7.37,Project,Mixed,Advanced,32.87,45.27,5,1,33.51,16.66,53.98,Learn Fundamentals,Video,High
1780,Classification,Machine Learning,41.65,38.64,37.22,23.17,Some Experience,1.62,Video,Hands-on,Adaptive,17.62,57.47,4,1,19.68,49.4,60.14,Learn Fundamentals,Article,High
3243,ML Fundamentals,Machine Learning,41.77,39.41,0.69,19.25,Beginner,9.53,Article,Mixed,Adaptive,3.84,29.88,4,1,32.11,8.5,67.15,Learn Fundamentals,Video,High
2147,Linear Regression,Machine Learning,0.0,6.56,21.59,4.98,Some Experience,9.0,Project,Visual,Intermediate,28.67,37.92,6,1,28.12,23.68,93.72,Learn Fundamentals,Video,High
1483,React,Web Development,33.76,19.08,0.0,0.0,Advanced,7.31,Article,Mixed,Adaptive,21.36,37.65,5,1,5.14,28.06,77.4,Learn Fundamentals,Video,High
934,JavaScript,Web Development,21.44,35.41,34.95,48.97,Intermediate,1.47,Video,Visual,Adaptive,39.71,34.36,6,1,7.97,23.28,71.67,Learn Fundamentals,Video,High
1638,Overfitting & Underfitting,Machine Learning,16.41,8.39,29.43,,None,8.54,Video,Mixed,Intermediate,35.69,48.68,5,1,6.0,36.77,83.39,Learn Fundamentals,Video,High
1285,Model Evaluation,Machine Learning,41.57,52.76,55.19,42.45,Advanced,15.51,Practice Questions,Hands-on,Intermediate,16.56,30.08,4,1,32.59,19.97,52.35,Learn Fundamentals,Article,High
2437,Linear Regression,Machine Learning,39.91,13.72,27.09,0.0,Intermediate,5.83,Video,Visual,Advanced,21.75,17.75,4,1,0.0,37.33,70.51,Learn Fundamentals,Video,High
2142,Deployment,DevOps/Cloud,0.0,0.0,0.0,29.4,Some Experience,2.14,Practice Questions,Visual,Beginner,45.59,43.69,6,1,12.09,24.01,100.0,Learn Fundamentals,Video,High
4552,Classification,Machine Learning,36.59,30.69,39.65,30.89,Some Experience,3.26,Article,Visual,Beginner,34.22,22.96,4,1,40.14,26.38,64.57,Learn Fundamentals,Video,High
3212,JavaScript,Web Development,40.65,69.26,61.17,21.29,Some Experience,12.32,Interactive Course,Reading,Adaptive,34.79,43.09,5,1,42.13,40.16,46.66,Revision,Practice Questions,Medium
2951,EDA,Data Science,31.25,43.2,53.69,38.99,None,5.95,Project,Mixed,Advanced,26.52,26.11,5,1,53.81,31.26,60.67,Learn Fundamentals,Video,High
4805,Deployment,DevOps/Cloud,4.25,18.41,17.25,28.66,Advanced,2.25,Article,Mixed,Intermediate,8.29,29.64,7,1,23.11,20.71,88.9,Learn Fundamentals,Video,High
4169,Overfitting & Underfitting,Machine Learning,27.58,52.29,39.47,33.37,Intermediate,2.54,Video,Visual,Beginner,,52.35,5,1,35.88,30.05,62.63,Learn Fundamentals,Video,High
1220,React,Web Development,44.05,42.76,23.65,33.18,Intermediate,1.91,Documentation,Hands-on,Beginner,23.28,32.67,4,1,61.03,23.93,60.42,Revision,Interactive Course,Medium
3119,HTML/CSS,Web Development,40.15,47.27,40.52,23.87,Beginner,4.9,Video,Mixed,Advanced,30.06,21.93,4,1,53.02,11.31,57.64,Revision,Practice Questions,Medium
1094,SQL/Databases,Backend Development,14.79,1.07,17.33,37.36,Beginner,4.4,Interactive Course,Visual,Beginner,43.0,40.62,5,1,0.0,47.71,88.82,Learn Fundamentals,Video,High
645,Linear Regression,Machine Learning,22.21,42.86,39.0,41.78,Beginner,13.95,Video,Hands-on,Intermediate,48.62,33.33,4,1,40.99,24.04,68.24,Learn Fundamentals,Article,High
3769,Data Preprocessing,Machine Learning,3.22,0.0,0.0,11.35,None,12.44,Video,Visual,Adaptive,28.35,41.94,6,1,0.0,41.76,98.39,Learn Fundamentals,Video,High
4586,Logistic Regression,Machine Learning,37.98,64.86,47.06,49.59,Beginner,11.77,Video,Mixed,Beginner,36.34,21.47,4,1,34.39,6.29,52.14,Learn Fundamentals,Video,High
2450,ML Fundamentals,Machine Learning,31.04,23.82,10.74,36.5,Beginner,4.21,Interactive Course,Reading,Adaptive,33.05,36.08,4,1,26.69,19.07,75.18,Learn Fundamentals,Article,High
4092,FastAPI,Backend Development,7.45,0.0,11.21,28.38,Beginner,2.79,Video,Mixed,Intermediate,18.7,31.24,6,1,13.08,19.32,94.03,Learn Fundamentals,Video,High
2481,Decision Trees,Machine Learning,20.77,69.78,19.96,21.65,Intermediate,6.31,Article,Mixed,Beginner,11.7,28.53,5,1,51.38,12.68,64.69,Learn Fundamentals,Video,High
2999,Model Evaluation,Machine Learning,25.18,21.45,4.55,9.84,Beginner,2.54,Project,Hands-on,Intermediate,11.12,5.0,4,1,6.32,8.83,80.06,Learn Fundamentals,Article,High
1287,Clustering,Machine Learning,23.96,41.72,8.41,45.93,Beginner,2.06,Video,Visual,Beginner,6.72,25.15,5,1,0.0,17.65,73.82,Learn Fundamentals,Video,High
715,Overfitting & Underfitting,Machine Learning,38.79,38.72,58.7,2.8,Intermediate,8.53,Project,Reading,Advanced,11.11,13.63,5,1,21.57,21.83,57.25,Learn Fundamentals,Article,High
4720,Overfitting & Underfitting,Machine Learning,60.8,83.98,52.82,21.36,Intermediate,9.25,Interactive Course,Mixed,Intermediate,32.18,27.71,4,0,64.11,0.0,33.84,Revision,Practice Questions,Medium
406,Decision Trees,Machine Learning,27.5,19.37,50.6,27.22,None,2.89,Practice Questions,Visual,Beginner,33.81,48.07,5,1,17.93,50.29,70.32,Learn Fundamentals,Video,High
4957,EDA,Data Science,0.0,18.21,24.87,18.98,Intermediate,9.2,Practice Questions,Mixed,Beginner,19.75,32.55,5,1,22.11,19.93,89.56,Learn Fundamentals,Video,High
2330,Git/GitHub,Software Development,41.61,43.21,13.27,40.66,None,4.34,Interactive Course,Reading,Intermediate,5.04,35.38,5,1,16.88,10.28,63.58,Learn Fundamentals,Article,High
4893,FastAPI,Backend Development,27.33,0.03,10.62,25.03,None,9.14,Project,Hands-on,Adaptive,33.3,45.19,6,1,0.0,25.09,84.2,Learn Fundamentals,Article,High
4905,EDA,Data Science,40.41,10.22,11.72,33.7,None,3.52,Video,Visual,Intermediate,0.92,29.1,4,1,10.32,26.77,74.38,Learn Fundamentals,Video,High
4362,Clustering,Machine Learning,8.25,45.85,6.23,36.5,Beginner,3.02,Practice Questions,Hands-on,Beginner,1.46,35.56,5,1,28.62,17.82,80.87,Learn Fundamentals,Article,High
4432,React,Web Development,16.6,51.94,89.04,37.24,Beginner,14.16,Project,Reading,Adaptive,25.91,48.09,6,1,48.6,23.99,58.31,Learn Fundamentals,Article,High
1971,JavaScript,Web Development,31.22,0.0,16.08,42.78,Beginner,9.82,Practice Questions,Reading,Intermediate,41.48,34.93,3,1,0.0,36.68,81.18,Learn Fundamentals,Article,High
3784,Git/GitHub,Software Development,3.39,58.38,12.84,14.8,Beginner,1.51,Video,Reading,Intermediate,29.94,40.71,5,1,35.18,40.68,78.22,Learn Fundamentals,Article,High
1238,JavaScript,Web Development,16.99,32.42,27.76,31.16,Some Experience,10.69,Interactive Course,Hands-on,Beginner,14.04,39.39,4,1,40.41,34.01,76.23,Learn Fundamentals,Article,High
829,React,Web Development,7.83,11.35,30.11,30.38,None,9.02,Article,Reading,Intermediate,12.69,28.52,7,1,32.63,0.0,86.66,Learn Fundamentals,Article,High
3664,React,Web Development,19.0,25.18,18.19,7.55,Intermediate,6.81,Documentation,Hands-on,Adaptive,14.99,11.51,5,1,43.88,12.28,79.31,Learn Fundamentals,Article,High
3012,Logistic Regression,Machine Learning,18.2,12.31,7.73,0.0,Some Experience,10.09,Documentation,Visual,Beginner,22.11,6.78,4,1,0.0,29.69,85.66,Learn Fundamentals,Video,High
3776,Linear Regression,Machine Learning,37.96,48.11,30.47,52.92,None,7.34,Practice Questions,Visual,Intermediate,37.24,38.7,4,1,54.37,21.69,60.49,Learn Fundamentals,Video,High
168,Deployment,DevOps/Cloud,25.36,40.41,21.0,38.23,None,3.9,Practice Questions,Hands-on,Beginner,41.57,42.86,4,1,29.47,37.09,70.99,Learn Fundamentals,Article,High
8,Clustering,Machine Learning,0.0,23.12,10.88,24.13,Advanced,6.83,Interactive Course,Hands-on,Beginner,22.53,20.23,7,1,0.0,12.84,90.89,Learn Fundamentals,Article,High
3390,REST APIs,Backend Development,15.8,0.0,0.0,35.29,None,6.15,Project,Hands-on,Adaptive,29.37,31.34,5,1,0.0,30.48,92.1,Learn Fundamentals,Article,High
1775,Linear Regression,Machine Learning,6.61,0.0,0.0,12.98,Some Experience,13.98,Interactive Course,Visual,Advanced,29.9,38.57,6,1,4.12,11.53,96.69,Learn Fundamentals,Video,High
4736,Logistic Regression,Machine Learning,12.03,69.63,34.94,12.35,None,4.4,Interactive Course,Hands-on,Adaptive,10.41,41.35,5,1,54.72,15.19,66.11,Learn Fundamentals,Article,High
4136,Logistic Regression,Machine Learning,36.67,22.36,21.31,0.0,None,11.57,Video,Hands-on,Advanced,48.02,26.76,4,1,10.25,33.04,70.69,Learn Fundamentals,Article,High
2653,Data Preprocessing,Machine Learning,25.4,47.05,20.96,7.22,Intermediate,1.99,Documentation,Hands-on,Intermediate,3.91,21.84,5,1,19.23,0.0,69.0,Learn Fundamentals,Article,High
1555,FastAPI,Backend Development,50.68,65.84,28.68,21.88,Some Experience,4.86,Interactive Course,Visual,Intermediate,36.58,45.7,5,1,43.58,36.03,49.17,Revision,Interactive Course,Medium
4728,REST APIs,Backend Development,19.21,0.0,36.76,27.97,Beginner,2.58,Video,Reading,Beginner,24.21,32.92,4,1,13.93,30.35,83.04,Learn Fundamentals,Article,High
1254,Linear Regression,Machine Learning,15.11,0.0,7.66,30.05,Beginner,12.67,Practice Questions,Visual,Adaptive,9.65,27.66,7,1,0.0,14.84,90.91,Learn Fundamentals,Video,High
3630,SQL/Databases,Backend Development,,57.91,49.97,14.61,None,16.24,Project,Visual,Advanced,33.86,14.16,6,1,7.21,15.01,60.54,Learn Fundamentals,Video,High
1794,HTML/CSS,Web Development,7.49,21.82,28.54,28.79,Some Experience,6.34,Article,Hands-on,Adaptive,35.2,48.01,6,1,14.97,46.72,84.0,Learn Fundamentals,Article,High
1894,Model Evaluation,Machine Learning,29.01,0.0,11.69,25.54,None,2.4,Video,Mixed,Advanced,20.27,18.4,5,1,9.24,10.1,83.16,Learn Fundamentals,Video,High
2340,JavaScript,Web Development,42.19,55.7,0.17,37.09,Advanced,14.61,Interactive Course,Hands-on,Adaptive,56.26,41.95,3,1,24.22,34.8,62.16,Learn Fundamentals,Article,High
4345,Git/GitHub,Software Development,49.37,44.51,39.48,41.34,Some Experience,3.29,Project,Hands-on,Intermediate,40.8,40.88,3,1,55.11,28.94,54.07,Revision,Video,Medium
388,Model Evaluation,Machine Learning,14.34,55.57,35.04,34.95,Some Experience,1.98,Project,Hands-on,Beginner,26.21,33.04,5,1,6.55,14.57,69.15,Learn Fundamentals,Article,High
4604,Overfitting & Underfitting,Machine Learning,0.0,0.0,45.95,2.22,Beginner,2.1,Project,Hands-on,Beginner,0.0,18.27,6,1,0.0,10.43,90.81,Learn Fundamentals,Article,High
2258,HTML/CSS,Web Development,28.77,36.64,15.57,30.19,Beginner,5.73,Article,Visual,Beginner,22.59,28.26,4,1,35.61,30.6,71.51,Learn Fundamentals,Video,High
2920,Logistic Regression,Machine Learning,46.52,48.68,46.94,40.39,Intermediate,4.57,Documentation,Reading,Beginner,24.15,26.08,3,1,69.29,11.98,52.75,Revision,Video,Medium
4191,Deployment,DevOps/Cloud,18.12,43.04,38.96,44.92,Some Experience,8.19,Video,Mixed,Beginner,27.9,17.72,5,1,48.44,27.86,70.24,Learn Fundamentals,Video,High
3182,JavaScript,Web Development,46.69,68.37,55.33,67.82,None,4.15,Interactive Course,Mixed,Beginner,13.44,32.52,5,1,65.74,14.5,45.08,Study Core Material,Video,Medium
1424,Data Preprocessing,Machine Learning,0.0,25.13,27.7,54.88,Beginner,5.41,Practice Questions,Mixed,Adaptive,15.48,50.03,7,1,34.3,61.07,86.92,Learn Fundamentals,Video,High
213,JavaScript,Web Development,47.27,62.18,25.7,25.2,Some Experience,6.19,Documentation,Hands-on,Beginner,15.91,31.23,3,1,41.31,29.84,52.57,Revision,Video,Medium
948,Overfitting & Underfitting,Machine Learning,21.89,36.03,24.96,58.03,Beginner,8.36,Interactive Course,Hands-on,Intermediate,11.82,27.4,4,1,20.77,22.92,73.25,Learn Fundamentals,Article,High
2542,SQL/Databases,Backend Development,36.68,6.78,0.0,41.45,Beginner,5.76,Documentation,Visual,Advanced,20.48,38.47,4,1,8.74,45.79,79.63,Learn Fundamentals,Video,High
1062,SQL/Databases,Backend Development,9.99,0.44,41.99,0.34,Intermediate,2.87,Documentation,Visual,Beginner,9.22,13.58,7,1,5.49,4.59,86.47,Learn Fundamentals,Video,High
4885,React,Web Development,13.45,0.12,16.53,0.0,Advanced,7.71,Video,Visual,Intermediate,0.0,24.68,6,1,16.18,24.34,89.93,Learn Fundamentals,Video,High
